latitude,longitude,mesure
49.439966,1.132131,5.9847691196326425
49.439981793228824,1.1321490594993404,5.074104375527581
49.43999751043132,1.1321670285091983,4.6189163696221485
49.44001315204232,1.1321849076121455,4.349393172063843
49.44002871849668,1.1322026973907524,5.0607080316318696
49.440044210229246,1.1322203984275903,5.761469296011145
49.44005962767485,1.1322380113052297,5.512289733358309
49.440074971268345,1.1322555366062423,4.9609345031229015
49.44009024144458,1.1322729749131986,5.579206350643963
49.44010543863837,1.1322903268086688,4.412359001542469
49.440120563284616,1.1323075928752253,4.034679576127406
49.44013561581812,1.1323247736954385,5.294863788116582
49.44015059667373,1.1323418698518788,5.821052539166491
49.44016550628633,1.1323588819271184,5.413138580392838
49.440180345090695,1.132375810503727,5.771173742336271
49.44019511352174,1.1323926561642763,5.839508071447222
49.44020981201427,1.1324094194913368,4.6364760950934825
49.44022444100313,1.1324261010674797,5.546436639331411
49.440239000923185,1.1324427014752763,5.112065057283746
49.440253492209244,1.1324592212972968,4.401039697082077
49.44026791529621,1.1324756611161133,4.248595019628404
49.44028227061889,1.1324920215142957,5.843596026453321
49.440296558612104,1.1325083030744152,4.93300599422101
49.440310779710764,1.132524506379043,5.857942360347479
49.440324934349654,1.13254063201075,5.503795082646182
49.44033902296365,1.1325566805521072,5.487615557113896
49.44035304598758,1.1325726525856854,4.004459157028853
49.440367003856316,1.1325885486940561,4.057682217149831
49.440380897004665,1.1326043694597892,4.531188182876276
49.440394725867506,1.1326201154654565,5.63426809626563
49.440408490879655,1.1326357872936288,4.875802440921429
49.44042219247599,1.1326513855268772,4.858096088447622
49.44043583109132,1.1326669107477723,5.562153856490682
49.44044940716054,1.1326823635388856,4.9559025284290925
49.440462921118424,1.1326977444827873,5.172211060780818
49.440476373399875,1.1327130541620494,4.421301101661015
49.44048976443971,1.1327282931592417,5.1620090024562275
49.4405030946728,1.132743462056936,5.4282082519974235
49.44051636453395,1.1327585614377031,5.349618347980233
49.44052957445804,1.1327735918841135,4.451043662011015
49.4405427248799,1.1327885539787388,5.454540382718429
49.44055581623436,1.1328034483041496,4.428874963663359
49.44056884895631,1.132818275442917,4.477353142874084
49.44058182348055,1.1328330359776118,5.343213165386724
49.44059474024194,1.1328477304908053,4.8802202279514955
49.440607599675324,1.132862359565068,5.207890643938705
49.440620402215565,1.1328769237829717,4.219959570800672
49.44063314829748,1.1328914237270862,4.822310159841523
49.44064583835592,1.1329058599799828,5.3526498042524855
49.440658472825746,1.1329202331242332,4.600492115463291
49.440671052141795,1.1329345437424083,4.307280734545572
49.4406835767389,1.1329487924170778,5.435601908582852
49.44069604705193,1.1329629797308143,4.586462307209296
49.44070846351569,1.1329771062661873,4.128507535022561
49.44072082656508,1.132991172605769,4.956433530060384
49.44073313663491,1.1330051793321299,5.8137473217179325
49.44074539416,1.1330191270278402,4.030658371174525
49.44075759957526,1.133033016275472,4.592264605908374
49.44076975331548,1.1330468476575954,4.656363477134844
49.44078185581552,1.1330606217567822,5.551872288662638
49.44079390751026,1.133074339155603,4.126545868755164
49.44080590883449,1.1330880004366284,5.208772648693876
49.44081786022308,1.1331016061824297,4.805957650521141
49.440829762110866,1.133115156975578,5.648743295630376
49.44084161493272,1.1331286533986442,5.508300565632033
49.44085341912348,1.1331420960341996,5.06559518167238
49.44086517511794,1.1331554854648138,4.395911206975829
49.440876883351024,1.1331688222730592,5.424959769725779
49.440888544257504,1.133182107041506,4.980905131801919
49.44090015827228,1.1331953403527257,5.513241168069708
49.44091172583017,1.133208522789289,4.970541056236332
49.44092324736602,1.1332216549337668,5.414674039110751
49.44093472331468,1.1332347373687304,5.239911119504032
49.44094615411099,1.1332477706767496,4.096254425253398
49.44095754018981,1.1332607554403975,5.784294567827212
49.44096888198596,1.133273692242243,5.007033197804009
49.44098017993429,1.133286581664858,5.595725237631488
49.44099143446968,1.1332994242908137,4.0341742437164765
49.44100264602692,1.1333122207026805,5.925520724349714
49.441013815040904,1.1333249714830296,4.606762934447094
49.441024941946445,1.1333376772144321,4.168493486476173
49.4410360271784,1.1333503384794585,4.462197896077816
49.4410470711716,1.1333629558606804,4.541221196388026
49.441058074360924,1.1333755299406685,4.810993659273109
49.44106903718119,1.1333880613019935,4.234263437187289
49.44107996006725,1.1334005505272269,5.268531549678162
49.44109084345394,1.1334129981989387,5.12657822140416
49.44110168777612,1.133425404899701,4.31457788869392
49.44111249346861,1.1334377712120844,5.776275635489554
49.441123260966286,1.1334500977186597,4.58532773094579
49.44113399070398,1.133462385001998,4.905453948245035
49.441144683116526,1.13347463364467,5.885767660137198
49.441155338638765,1.1334868442292463,4.121448726190286
49.44116595770558,1.133499017338299,5.7029236685321205
49.4411765407518,1.1335111535543987,4.9090850448070436
49.441187088212246,1.133523253460116,4.967402524893393
49.441197600521775,1.1335353176380218,4.432974216035976
49.44120807811522,1.133547346670687,5.473560741519251
49.44121852142747,1.1335593411406837,5.87321776061793
49.44122893089334,1.1335713016305815,5.976507316301664
49.44123930694767,1.1335832287229521,4.936854649114943
49.4412496500253,1.1335951230003658,5.109753341385099
49.44125996056107,1.1336069850453938,5.732714257080234
49.441270238989866,1.1336188154406084,5.312491701365067
49.4412804857465,1.1336306147685786,5.34837567131295
49.44129070126583,1.1336423836118763,5.450245437734606
49.44130088598269,1.1336541225530727,5.348261720325138
49.441311040331925,1.1336658321747377,4.428633968272408
49.4413211647484,1.1336775130594439,4.690956416937809
49.44133125966694,1.1336891657897612,4.517055311868981
49.44134132552238,1.1337007909482604,4.842187428996295
49.44135136274961,1.133712389117513,4.871219562357268
49.4413613717834,1.1337239608800893,5.257281657848277
49.44137135305868,1.1337355068185613,5.95070444130278
49.44138130701024,1.1337470275154993,4.844480577388257
49.44139123407293,1.1337585235534742,5.868326729792036
49.441401134681605,1.1337699955150573,4.520359949035339
49.441411009271114,1.133781443982819,4.127894048015316
49.44142085827631,1.1337928695393313,4.89656830055706
49.44143068213201,1.133804272767164,4.040237948396715
49.441440481273055,1.1338156542488884,5.02066657741541
49.44145025613434,1.1338270145670766,5.175697536660318
49.441460007150646,1.1338383543042976,4.52844661069338
49.44146973475689,1.1338496740431243,5.163131998160842
49.44147943938788,1.1338609743661265,5.204368025660058
49.4414891214784,1.1338722558558747,4.593252956035523
49.44149878146341,1.1338835190949412,4.009255640093908
49.44150841977766,1.133894764665896,4.405625660298943
49.441518036856074,1.133905993151311,4.8381890254529365
49.44152763313343,1.1339172051337565,4.865402755856508
49.44153720904458,1.1339284011958028,4.961769803267372
49.44154676502442,1.1339395819200224,4.11826812870899
49.44155630150773,1.1339507478889852,4.992134513199732
49.44156581892943,1.1339618996852625,4.7119353908878425
49.4415753177243,1.1339730378914255,5.158796644003495
49.441584798327185,1.1339841630900442,5.073426327147297
49.44159426117299,1.1339952758636906,4.295362979964489
49.44160370669649,1.1340063767949353,5.657701328217629
49.441613135332595,1.1340174664663496,5.626273548774633
49.44162254751609,1.134028545460504,4.576585925827792
49.441631943681855,1.134039614359969,5.077550604483029
49.44164132426471,1.1340506737473164,5.169909430033721
49.44165068969953,1.1340617242051172,4.75253191527889
49.44166004042117,1.1340727663159422,5.391271446202864
49.44166937686444,1.1340838006623624,5.853407563536174
